单词,音标,释义,词根
irrecoverable,/ɪrɪ'kʌv(ə)rəb(ə)l/,adj. 不能挽回的；不能复原的；不能收回的,-cover-
recovered-memory,/ri'kʌvəd-'mem(ə)rɪ/,n. 恢复记忆,-cover-
covert,/'kʌvət/,n. 隐藏处；树丛；蔽覆羽翮基部的羽毛 adj. 隐蔽的；隐密的,-cover-
covertly,/'kʌvətli/,adv. 秘密地；偷偷摸摸地,-cover-
diploma,/dɪ'pləʊmə/,n. 毕业证书，学位证书；公文，文书；奖状 vt. 发给…毕业文凭,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
diplomacy,/dɪ'pləʊməsɪ/,n. 外交；外交手腕；交际手段,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
diplomat,/'dɪpləmæt/,n. 外交官，外交家,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
diplomate,/'dɪpləmeɪt/,n. 经考试或审查合格的专科医生；学位证书持有者,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
diplomatic,/dɪplə'mætɪk/,adj. 外交的；外交上的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
diplomatically,"/,dɪplə'mætɪkli/",adv. 在外交上；靠外交途径；圆滑地；婉转地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
undiplomatic,"/,ʌndɪplə'mætɪk/",adj. 无外交策略的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complex,/'kɒmpleks/,adj. 复杂的；合成的 n. 复合体；综合设施,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complexion,/kəm'plekʃ(ə)n/,n. 面容；面貌；面色,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complexity,/kəm'pleksətɪ/,n. 复杂，复杂性；复杂错综的事物,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complexly,/'kɒmpleksli/,adv. 复杂地；合成地；复合地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
B-complex,/biː-'kɒmpleks/,n. 复合维生素 B,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
dark-complexioned,/dɑːk-kəm'plekʃənd/,adj. 有…黑肤色的；黑脸色…的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employ,/ɪm'plɒɪ/,vt. 使用，采用；雇用；使忙于，使从事于 n. 使用；雇用,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employment,/ɪm'plɒɪm(ə)nt/,n. 使用；职业；雇用,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employer,/ɪm'plɒɪə/,n. 雇主，老板,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employee,/emplɒɪ'iː/,n. 雇员；从业员工,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employed,/im'plɔid/,adj. 被雇用的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employable,/ɪm'plɒɪəbl/,adj. 适宜雇用的；有资格任职的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
unemployed,/ʌnɪm'plɒɪd/,adj. 失业的；没有工作的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
unemployment,/ʌnɪm'plɒɪm(ə)nt/,n. 失业；失业率；失业人数,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
unemployable,/ʌnɪm'plɒɪəb(ə)l/,adj. 不能受雇的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
underemployed,/ʌndərɪm'plɒɪd/,adj. 未充分就业的；学非所用的；只有部分时间被雇用的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
ex-employee,/eks-emplɒɪ'iː/,n. 前雇员,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
self-employed,/'selfəm'plɔid/,adj. 个体经营的；自己经营的；不受雇于他人的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
self-employment,/'selfəm'plɔimənt/,n. 个体经营，自营管理,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
pre-employment,"/,pri:im'plɔimənt/",n. 雇用前的；录用前的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
full-employment,/fʊl-im'plɔimənt/,n. 充分就业,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employer-paid,/ɪm'plɒɪə-peɪd/,n. 雇主支付,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employee-owned,/ɪmˈplɔɪi-ond/,adj. 员工拥有的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employment-based,/ɪm'plɒɪm(ə)nt-beɪst/,n. 职业移民 工作移民,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
employer-employee,/ɪm'plɒɪə-ɪmˈplɔɪi/,n. 劳资关系,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicate,/'kɔmplikeit/,vt. 使复杂化；使恶化；使卷入,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complication,"/,kɔmpli'keiʃən/",n. 并发症；复杂；复杂化；混乱,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicated,/'kɔmplikeitid/,adj. 复杂的，难解的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
uncomplicated,/ʌn'kɑmplə'ketɪd/,adj. 简单的；不复杂的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicating,/kəm'plɪsɪtɪŋ/,n. 并发；使复杂化,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicacy,/'kɔmplikəsi/,n. 复杂，复杂性，复杂的事物,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicity,/kəm'plɪsɪtɪ/,n. 共谋；串通；共犯关系,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicit,/kəm'plɪsɪt/,adj. 有同谋关系的，串通一气的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
complicitous,/kəm'plɪsɪtəs/,adj. 有同谋关系的；串通一气的（同 complicit）,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explicate,/'eksplikeit/,vt. 解释，说明,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explication,"/,ekspli'keiʃən/",n. 说明；阐明；展开（花瓣、叶子等的）,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explicable,/ik'splikəbl/,adj. 可解释的，可说明的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explicatory,/ik'splikətəri/,adj. 解释的，说明的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explicit,/ɪk'splɪsɪt/,adj. 明确的；清楚的；直率的；详述的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explicitly,/ɪk'splɪsɪtli/,adv. 明确地；明白地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
explicitness,/ɪk'splɪsɪtnɪs/,n. 直言不讳；明确性,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
inexplicable,"/,ɪnɪk'splɪkəb(ə)l/",adj. 费解的；无法说明的；不能解释的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
inexplicably,/ɪn'ɛksplɪkəbli/,adv. 说不清的；无法说明地；令人难以理解地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supplicate,/'sʌplikeit/,vt. 恳求，哀求；恳请 vi. 哀求；恳请；祈求,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supplication,"/,sʌpli'keiʃən/",n. 恳求，哀求,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supplicatory,/'sʌplikətəri/,adj. 恳求的，哀求的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supplicant,/'sʌplɪkənt/,n. 恳求者，乞求者,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implicate,/'implikeit/,vt. 使卷入；涉及；暗指；影响,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implication,"/,impli'keiʃən/",n. 含义；暗示；牵连，卷入；可能的结果，影响,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implicated,/'implikeitid/,adj. 有牵连的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implicit,/ɪm'plɪsɪt/,adj. 含蓄的；暗示的；盲从的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implicitly,/ɪm'plɪsɪtlɪ/,adv. 含蓄地；暗中地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implicature,/im'plikətʃə/,n. 含意；蕴意,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplicate,/'dju:plikət/,vt. 使成双，复制，复写；adj. 二重的，二倍的，复制的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplication,"/,dju:pli'keiʃən/",n. 成双，成倍，复制，复制品,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplicated,"/'djʊplə,ket/",adj. 复制出的；复写书的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplicator,/'djuːplɪkeɪtə/,n. 复印机；复制者,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
unduplicated,"/ʌn'djʊplə,ketɪd/",adj. 无复制品的；无法匹敌的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplicity,/dju:'plisəti/,n. 二重性，表里不一，口是心非,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplicitous,/djuː'plɪsɪtəs/,adj. 奸诈的；双重的；搞两面派的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
apply,/ə'plaɪ/,vt. 申请；涂，敷；应用 vi. 申请；涂，敷；适用；请求,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
appliance,/ə'plaɪəns/,n. 器具；器械；装置,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
misapply,"/,mɪsə'plaɪ/",vt. 误用，滥用,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
reply,/rɪ'plaɪ/,vi. 回答；[法] 答辩；回击 n. 回答；[法] 答辩 vt. 回答；答复,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiply,/'mʌltɪplaɪ/,vt. 乘；使增加；使繁殖；使相乘 vi. 乘；繁殖；增加 adv. 多样地；复合地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplying,/'mʌltɪplaɪŋ/,n. 繁殖 adj. 乘法的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplicate,/'mʌltiplikeit/,adj. 多重的，多倍的，多样的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplication,"/,mʌltɪplɪ'keɪʃ(ə)n/",n. [数] 乘法；增加,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplicative,"/'mʌltɪ,plɪkətɪv/",adj. [数] 乘法的；增加的 n. 乘法；倍数词,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplicity,"/,mʌlti'plisəti/",n. 多重性，多倍，多样，复杂,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
application,/ˌæplɪ'keɪʃ(ə)n/,n. 应用；申请；应用程序；敷用,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
applicator,/'æplɪkeɪtə/,n. 涂药器；敷帖器；上涂装置,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
applicant,/'æplɪk(ə)nt/,n. 申请人，申请者；请求者,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
applicable,/ə'plɪkəb(ə)l/,adj. 可适用的；可应用的；合适的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
applicability,"/,æplɪkə'bɪlətɪ/",n. 适用性；适应性,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
misapplication,"/,mɪsæplɪ'keʃən/",n. 误用；滥用；非法占有,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
inapplicable,/ɪn'æplɪkəb(ə)l/,adj. 不适用的；不相干的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
reapplication,"/,riːæplɪ'keɪʃən/",n. 再申请；再运用,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
simple,/'sɪmp(ə)l/,adj. 简单的；单纯的；天真的 n. 笨蛋；愚蠢的行为；出身低微者,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
simplify,/'sɪmplɪfaɪ/,vt. 简化；使单纯；使简易,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
simplicity,/sɪm'plɪsɪtɪ/,n. 朴素；简易；天真；愚蠢,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
replica,/'replɪkə/,n. 复制品，复制物,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
replicate,/'replɪkeɪt/,vt. 复制；折叠 vi. 重复；折转 adj. 复制的；折叠的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
replication,/replɪ'keɪʃ(ə)n/,n. 复制；回答；反响,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
replicator,/'rɛplɪketɚ/,n. [遗] 复制基因；重复符,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
replicated,/'replɪkeɪtɪd/,adj. 重复的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
self-replicating,/'self'replikeitiŋ/,adj. 自我复制的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplex,/'mʌltipleks/,adj. 多重的，多样的，复合的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplier,/'mʌltɪplaɪə/,n. [数] 乘数；[电子] 倍增器；增加者；繁殖者,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiplexer,"/'mʌltɪ,plɛksɚ/",n. [计][通信] 多工器；多路器；[通信] 多路转接器,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiple,/'mʌltɪpl/,adj. 多重的；多样的；许多的 n. 倍数；[电] 并联,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiple-choice,/'mʌltipl'tʃɔis/,adj. 多项选择的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
multiple-use,/'mʌltipl-juːz/,n. 万能，多种用途；多用,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
perplex,/pə'pleks/,vt. 使困惑，使为难；使复杂化,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
perplexity,/pə'pleksiti/,n. 纠缠，困惑，窘困,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
perplexing,/pə'pleksɪŋ/,adj. 复杂的，令人费解的；令人困惑的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
perplexed,/pə'plekst/,adj. 困惑的；不知所措的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supple,/'sʌp(ə)l/,adj. 柔软的；灵活的；顺从的；易弯曲的；逢迎的 vt. 使柔软；使顺从,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
suppleness,/'sʌplnɪs/,n. 柔软；易弯曲；顺从,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supplementary,"/,sʌplɪ'ment(ə)rɪ/",adj. 补充的；追加的 n. 补充者；增补物,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
supplementation,"/,sʌpləmən'teʃən/",n. 补充；增补,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
deploy,/dɪ'plɒɪ/,vt. 配置；展开；使疏开 vi. 部署；展开 n. 部署,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
deployable,/dɪ'plɒɪ'eɪb(ə)l/,adj. 可开展的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
deployment,/diː'plɒɪmənt/,n. 调度，部署,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
redeploy,/riːdɪ'plɒɪ/,vt. 重新部署；调动 vi. 重新部署,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
redeployment,"/,ridɪ'plɔɪmənt/",n. 调换，调动；重新部署,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
forward-deployed,/'fɔːwəd-dɪ'plɒɪd/,adj. 前沿部署,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
simplex,/'simpleks/,adj. 单一的，半纯的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplex,/'dju:pleks/,adj. 二重的，二倍的，双的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
duplexer,/'dju:pleksə/,n. [通信] 双工器；天线转换开关,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
triplex,/'tripleks/,adj. 三重的，三倍的，三层的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
quadruplex,/'kwɔdrupleks/,adj. 四重的，四倍的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
triple,/'trɪp(ə)l/,adj. 三倍的；三方的 n. 三倍数；三个一组 vi. 增至三倍,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
tripling,/'trɪpl/,n. 群交,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
triplicate,/'trɪplɪkət/,n. 一式三份 adj. 一式三份的；三联的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
triply,/'trɪplɪ/,adv. 三重地；三倍地,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
triploid,/'trɪplɒɪd/,adj. 三倍体的；三倍性的 n. 三倍体,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
triple-decker,"/'tripl,dekə/",n. 三层式立体交叉,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
polyploid,/'pɒlɪplɒɪd/,adj. 多倍的；多倍体的 n. 多倍体；多倍体生物；多倍体细胞,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
polyploidy,"/'pɑlɪ,plɔɪdi/",n. 多倍体；[遗] 多倍性,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
pliant,/'plaɪənt/,adj. 顺从的；易弯的；易受影响的；能适应的 n. 顺从,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
pliable,/'plaɪəb(ə)l/,adj. 柔韧的；柔软的；圆滑的；易曲折的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
pliability,"/,plaɪə'bɪləti/",n. 柔软；易曲折；易适应性,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
ply,/plaɪ/,vt. 使用，不住地使用；折，弯；从事 vi. 辛勤工作；定期地来往（船、车等）,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
imply,/ɪm'plaɪ/,vt. 意味；暗示；隐含,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
plywood,/'plaɪwʊd/,n. 夹板，胶合板,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
ploy,/plɒɪ/,n. 策略；活动；工作 vt. 使部队由横队变为纵队 vi. 由横队变为纵队,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
accomplice,/ə'kʌmplɪs/,n. 同谋者，[法] 共犯,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
photomultiplier,"/,fəʊtəʊ'mʌltɪplaɪə/",n. [电子] 光电倍增管,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
noncompliant,"/,nɒnkəm'plaɪənt/",n. 固执的人,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
plexus,/'pleksəs/,n.（血管、淋巴管、神经等的）[解剖] 丛,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
implemented,/'implimənt/,adj. 应用的,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
diploid,/'dɪplɒɪd/,adj. 双倍的；倍数的；双重的 n. [遗] 二倍体；倍数染色体,-plic- = -ply- = -pli- = -ple- = -plex- = -plo-
muse,/mjuːz/,n. 沉思；冥想 vt. 沉思；沉思地说 vi. 沉思；凝望,-mus-
musing,/'mjuːzɪŋ/,adj. 沉思的；瞑想的,-mus-
museum,/mjuː'zɪəm/,n. 博物馆,-mus-
museology,"/,mju:zi'ɔlədʒi/",n. 博物馆学,-mus-
amuse,/ə'mjuːz/,vt. 娱乐；消遣；使发笑,-mus-
amusement,/ə'mjuːzm(ə)nt/,n. 消遣，娱乐；乐趣,-mus-
amused,/ə'mjuːzd/,adj. 愉快的，顽皮的；被逗乐的,-mus-
amusing,/ə'mjuːzɪŋ/,adj. 有趣的；可笑的,-mus-
amusingly,/ə'mju:ziŋli/,adv. 有趣地；好笑地,-mus-
unamused,/ʌnə'mjuːzd/,adj. 非娱乐性的,-mus-
amusement-park,/ə'mjuːzm(ə)nt-pɑːk/,n. [主美国英语](公共露天)游乐场,-mus-
music,/'mjuːzɪk/,n. 音乐，乐曲,-mus-
musical,/'mjuːzɪk(ə)l/,adj. 音乐的 n. 音乐剧；音乐影片,-mus-
musicale,"/,mjuːzɪ'kɑːl/",n. 音乐会,-mus-
musically,/'mjʊzɪkli/,adv. 音乐上地；声音好听地,-mus-
musicality,/'mjʊzɪ'kæləti/,n. 音乐性；音感,-mus-
musician,/mjuː'zɪʃ(ə)n/,n. 音乐家,-mus-
musicianship,/mju:'ziʃənʃip/,n. 音乐才能；音乐鉴赏力；音乐技巧,-mus-
musicology,/mjuːzɪ'kɒlədʒɪ/,n. 音乐学；音乐理论,-mus-
musicologist,"/,mjʊzɪ'kɑlədʒɪst/",n. 音乐学者，音乐理论家,-mus-
musicological,"/,mjuːzɪkə'lɒdʒɪkəl/",adj. 音乐学的,-mus-
unmusical,/ʌn'mjuːzɪk(ə)l/,adj. 不合调的；非音乐的；演奏音乐不熟练的,-mus-
extramusical,"/,ekstrə'mju:zikəl/",adj. 音乐范围以外的,-mus-
music-hall,/'mjuːzɪk-hɔːl/,n. 音乐厅,-mus-
music-making,/'mjuːzɪk-'meɪkɪŋ/,n. 音乐制作,-mus-
musical-comedy,/'mjuːzɪk(ə)l-'kɒmɪdɪ/,n. 音乐喜剧；歌舞喜剧,-mus-
pop-music,/pɒp-'mjuːzɪk/,n. 流行音乐,-mus-
folk-music,/fəʊk-'mjuːzɪk/,n. 民俗音乐,-mus-
country-music,/'kʌntrɪ-'mjuːzɪk/,n. 乡村音乐（美国的）,-mus-
classical-music,/'klæsɪk(ə)l-'mjuːzɪk/,n. 古典乐,-mus-
world-music,/wɜːld-'mjuːzɪk/,n.（使用有民族乐器的）流行音乐,-mus-
chamber-music,/'tʃeɪmbə-'mjuːzɪk/,n. 室内音乐,-mus-
bemuse,/bɪ'mjuːz/,vt. 使发呆；使茫然；使困惑,-mus-
bemused,/bɪ'mjuːzd/,adj. 困惑的；发呆的,-mus-
bemusement,/bi'mju:zmənt/,n. 困惑,-mus-
energy,/'enədʒɪ/,n. 能源,-erg- = -org- = -urg-
energize,/'enədʒaɪz/,vt. 激励；使活跃；供给…能量,-erg- = -org- = -urg-
energized,/'enədʒaɪzd/,adj. 激励的；[电] 通电的,-erg- = -org- = -urg-
energizer,/'enədʒaizə/,n. 激发器，增能器；情绪兴奋剂,-erg- = -org- = -urg-
energetic,"/,enə'dʒetɪk/",adj. 精力充沛的,-erg- = -org- = -urg-
energetics,/enə'dʒetɪks/,n. 能量学；[力] 力能学,-erg- = -org- = -urg-
energetically,/ˌenə'dʒetɪkli/,adv. 积极地；精力充沛地,-erg- = -org- = -urg-
energy-rich,/'enədʒɪ-rɪtʃ/,adj. 高能的,-erg- = -org- = -urg-
energy-efficient,/'enədʒɪ-ɪ'fɪʃ(ə)nt/,adj. 节能的，节约能源的；高能效的,-erg- = -org- = -urg-
energy-efficiency,/'enədʒɪ-ɪ'fɪʃ(ə)nsɪ/,n. 能量高效性，能量效率,-erg- = -org- = -urg-
energy-saving,/'enədʒiseiviŋ/,adj. 节省能源的,-erg- = -org- = -urg-
energy-hungry,/'enədʒɪ-'hʌŋgrɪ/,adj. 能源缺乏的,-erg- = -org- = -urg-
re-energize,/riː'enədʒɪ/,vt. 重新激励；重供能,-erg- = -org- = -urg-
high-energy,/'hai'enədʒi/,adj. 高能的,-erg- = -org- = -urg-
low-energy,/'ləu'enədʒi/,adj.低能的,-erg- = -org- = -urg-
clean-energy,/kliːn-'enədʒɪ/,n. 清洁能源,-erg- = -org- = -urg-
non-energy,/nɔn-'enədʒɪ/,n. 无能源,-erg- = -org- = -urg-
zero-energy,/'zɪərəʊ-'enədʒɪ/,n. 初始能量；零功率,-erg- = -org- = -urg-
solar-energy,/'səʊlə-'enədʒɪ/,n. 太阳能,-erg- = -org- = -urg-
renewable-energy,/rɪ'njuːəbəl-'enədʒɪ/,n. 再生能源；可更新能源,-erg- = -org- = -urg-
alternative-energy,/ɔːl'tɜːnətɪv-'enədʒɪ/,n. 替代能源；新能源,-erg- = -org- = -urg-
waste-to-energy,/weɪst-tuː-'enədʒɪ/,adj. 浪费能源的,-erg- = -org- = -urg-
synergy,/'sɪnədʒɪ/,n.（人们或企业团结一致产生的）协同作用,-erg- = -org- = -urg-
synergism,/'sɪnədʒɪzəm/,n. 合作；神人协力合作说,-erg- = -org- = -urg-
synergic,/si'nə:dʒik/,adj. 合作的，协作的,-erg- = -org- = -urg-
